ТОВАРЫ
FACTORY L308/200 light oak/white;FACTORY Стойка L308 стекло 200;Стойка Factory;308x84xh113;ДУБ СВЕТЛЫЙ/БЕЛЫЙ;0;3 135;0;0;0; ;0;0;DS17;ЗАГ00135;;;0;0;Целое;РЕСЕПШ;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
FACTORY L308/200 walnut/white;FACTORY Стойка L308 стекло 200;Стойка Factory;308x84xh113;ОРЕХ/БЕЛЫЙ;0;3 135;0;0;0; ;0;0;DS17;ЗАГ00136;;;0;0;Целое;РЕСЕПШ;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 4 doors DARK OAK, carcass GREY;DADO Греденция L200 дер.дв.с/к;Греденция Тао/Ekis/Sigma;200x44xh72;ДУБ ТЕМНЫЙ;0;1 011;0;0;0; ;82,19;0,229;DS17;ЗАГ00147;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200  4 doors LIGHT OAK, carcass GREY;DADO Греденция L200 дер.двери;Греденция Тао/Ekis/Sigma;200x44xh72;ДУБ СВЕТЛЫЙ;0;1 011;0;0;0; ;82,19;0,229;DS17;ЗАГ00149;;;0;5; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 4 doors LIGHT OAK, carcass WHITE;DADO Греденция L200 дер.двери;Греденция Тао/Ekis/Sigma;200x44xh72;ДУБ СВЕТЛЫЙ;0;1 011;0;0;0; ;82,19;0,229;DS17;ЗАГ00150;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO wooden+glass doors L200 TOP DARK OAK, Carcass - grey;DADO Греденция L200 стекло+дер;Греденция Тао/Ekis/Sigma;200x44xh72;СТЕКЛО БЕЛ/ДУБ ТЕМН;0;1 289;0;0;0; ;82,19;0,229;DS17;ЗАГ00152;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO wooden+glass doors L200 TOP LIGHT OAK, Carcass - grey;DADO Греденция L200 стекло+дер;;200x44xh72;СТЕКЛО БЕЛ/ДУБ СВЕТ;0;1 289;0;0;0; ;82,19;0,229;DS17;ЗАГ00154;;;0;1; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO wooden+glass doors L200 TOP LIGHT OAK, Carcass - white;DADO Греденция L200 стекло+дер;;200x44xh72;СТЕКЛО БЕЛ/ДУБ СВЕТ;0;1 289;0;0;0; ;82,19;0,229;DS17;ЗАГ00155;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 4 glass doors, TOP DARK OAK, carcass GREY;DADO Греденция L200 стек.двери;;200x44x72;СТЕКЛО БЕЛ/ДУБ ТЕМН;0;1 567;0;0;0; ;81,9;0,229;DS17;ЗАГ00157;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 4 glass doors, LIGHT OAK, carcass GREY;DADO Греденция L200 стек.двери;;200x44xh72;СТЕКЛО БЕЛ/ДУБ СВЕТ;0;1 567;0;0;0; ;81,9;0,229;DS17;ЗАГ00159;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 4 glass doors, LIGHT OAK, carcass WHITE;DADO Греденция L200 стек.двери;;200x44xh72;СТЕКЛО БЕЛ/ДУБ СВЕТ;0;1 567;0;0;0; ;81,9;0,229;DS17;ЗАГ00160;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 WHITE glass doors;DADO Греденция L200 стек.двери;;200x44xh72;СТЕКЛО БЕЛ/БЕЛЫЙ;0;1 567;0;0;0; ;81,9;0,229;DS17;ЗАГ00162;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO L.200 BLACK glass doors;DADO Греденция L200 стек.двери;;200x44xh72;СТЕКЛО ЧЕРН/ЧЕРНЫЙ;0;2 172;0;0;0; ;81,9;0,229;DS17;ЗАГ00163;;;0;2; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
DADO H.121 BLACK glass doors;DADO Шкаф 4 стекл.двери;;100x44xh122;СТЕКЛО ЧЕРН/ЧЕРНЫЙ;0;1 970;0;0;0; ;75,74;0,194;DS17;ЗАГ00164;;;0;3; ;;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
FACTORY L308/200 white/white;FACTORY Стойка L308 стекло 200;Стойка Factory;308x84xh113;БЕЛ/БЕЛ;0;3 135;0;0;0; ;0;0;DS14;ЗАГ00283;;;0;0;Целое;РЕСЕПШ;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
FACTORY L308/200 rovere cotto/white;FACTORY Стойка L308 стекло 200;Стойка Factory;308x84xh113;ДУБ ЖЖЕНЫЙ+БЕЛЫЙ;0;5 819;0;0;0; ;0;0;DS17;ЗАГ00317;;;0;0;Целое;РЕСЕПШ;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
FACTORY L208/200 rovere cotto/white;FACTORY Стойка L208 стекло 200;Стойка Factory;208x84xh113;ДУБ ЖЖЕНЫЙ+БЕЛЫЙ;0;4 779;0;0;0; ;0;0;DS17;ЗАГ00318;;;0;0;Целое;РЕСЕПШ;;; ;Нет;Нет;Нет; ; ; ;;;Sinetica;
;ЗАГОЛОВОК Вариант№2;Комплектация 2;;;0;0;0;0;0; ;0;0;DS14;ЗАГ00327;;;0;5; ;;;; ;Нет;Нет;Нет; ; ; ;;;;
;ЗАГОЛОВОК Вариант№3;Комплектация 3;;;0;0;0;0;0; ;0;0;DS14;ЗАГ00328;;;0;0; ;;;; ;Нет;Нет;Нет; ; ; ;;;;
TOUR bench 280x163;TOUR M бенч 4 р.места 280x163;;280*163*75,5;БЕЛЫЙ;0;443;29 681;0;0; ;116;0,239;DS17;ЗАГ00330;;;0;40;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
TOUR bench 320x163;TOUR M бенч 4 р.места 320x163;;320*163*75,5;БЕЛЫЙ;0;471;31 557;0;0; ;129,8;0,241;DS17;ЗАГ00331;;;0;49;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
TOUR bench 420x163;TOUR M бенч 6 р.мест 420x163;;420*163*75,5;БЕЛЫЙ;0;625;41 875;0;0; ;167,7;0,253;DS17;ЗАГ00332;;;0;20;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
TOUR bench 480x163;TOUR M бенч 6 р.мест 480x163;;480*163*75,5;БЕЛЫЙ;0;667;44 689;0;0; ;188,5;0,257;DS17;ЗАГ00333;;;0;49;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
126/15/85/15/15.09/15;LAVA Стол на опорной тумбе 230;;200х95xH.76 + 158x50xH.63;ТАБАК/ЧЕРНЫЙ ГЛЯНЕЦ;0;1 011;67 737;0;0; ;204;0,64;DS17;ЗАГ00341;;;0;5;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
126/23/87/23/23.07/23;LAVA Стол на опорной тумбе 230;;200х95xH.76 + 158x50xH.63;ГАВАНА/СЕРЫЙ ГЛЯНЕЦ;0;1 011;67 737;0;0; ;204;0,64;DS17;ЗАГ00342;;;0;3;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;;
122/15/85/15;LAVA Стол письменный 200;;200х95хH.76;ТАБАК/ЧЕРНЫЙ ГЛЯНЕЦ;0;675;45 225;0;0; ;144;0,52;DS17;ЗАГ00345;;;0;7;Целое;СТОЛПИСЬМ;;; ;Нет;Нет;Нет; ; ; ;;;Involux;
